Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
2020-09-15,5104629.86,2918280.21,128886324.1,129913013.4,24917335.93,10750197.7,4584164.93,2186349.64,5.21,0.02,0.2,192656.01,682302.2,2695747.0
2020-09-16,2237688.5,3185792.82,428392210.7,266170629.5,72905394.56,5974671.45,794487.89,-948104.32,3.65,0.0,-0.16,546559.47,874936.04,358744.29
2020-09-17,7133524.5,3941974.68,205350414.3,253050840.3,39269007.66,10433712.48,3979890.63,3191549.82,6.44,0.02,0.31,1636718.94,653074.8,1527426.93
2020-09-18,7283455.43,642137.65,461790530.8,68589384.46,65031725.01,9790890.73,6376261.27,6641317.77,1.05,0.01,0.68,769805.56,383088.61,2990381.51
2020-09-19,4310048.19,872594.01,254469800.6,321915906.9,81661730.55,8687997.26,4592719.77,3437454.19,3.94,0.01,0.4,1548046.28,398219.81,2143031.55
2020-09-20,7218439.64,3177850.69,359660617.7,392012823.8,78476619.78,9575287.84,1425873.99,4040588.95,5.0,0.01,0.42,1290831.36,1384055.34,1629201.6
2020-09-21,6204521.27,4751294.1,122032235.7,148191307.8,62487172.38,9180759.79,1962187.04,1453227.17,2.37,0.01,0.16,1012348.68,1056490.9,1270575.41
2020-09-22,8458637.58,2859756.21,463726388.0,256894264.1,47734449.5,11949723.73,1017777.03,5598881.37,5.38,0.01,0.47,1644416.85,1425746.22,2042865.12
2020-09-23,9878637.24,3430548.4,320865544.0,54985454.71,65064791.81,9856068.77,2312441.91,6448088.84,0.85,0.02,0.65,1717920.63,804334.21,674579.15
2020-09-24,2375732.25,716954.17,334088398.9,121612770.6,41940791.51,11222054.68,4294443.5,1658778.08,2.9,0.0,0.15,1051665.55,921387.93,2922119.66
2020-09-25,3178497.44,2224123.38,410691700.4,382943778.8,16927450.24,2167667.11,6117223.63,954374.07,22.62,0.0,0.44,827383.45,1083870.72,2305347.36
2020-09-26,3012362.55,3200092.47,124117859.0,127348505.1,12247449.59,14340550.38,6933933.38,-187729.92,10.4,0.0,-0.01,302959.89,888204.55,2625806.04
2020-09-27,5920392.51,2759877.55,401912639.5,41906081.24,88347426.96,13057468.86,6226368.83,3160514.97,0.47,0.01,0.24,1288734.83,142222.08,572417.7
2020-09-28,1572025.15,968488.62,420116253.6,76542468.37,89430388.91,11712017.47,1851189.86,603536.53,0.86,0.0,0.05,502257.31,64568.12,1905393.25
2020-09-29,4493529.34,4216175.38,103251285.9,75975156.83,37581712.12,2774632.27,5124664.84,277353.96,2.02,0.0,0.1,860677.59,456659.84,2233010.05
2020-09-30,7925436.4,2248511.46,266918476.2,241511901.6,66683858.9,9075345.38,5072614.31,5676924.94,3.62,0.02,0.63,1936522.46,499278.32,1018147.06
2020-10-01,5524111.21,4550083.89,166915943.9,174866351.8,28202876.25,7226353.82,6062204.66,974027.32,6.2,0.01,0.13,1961915.35,779035.99,1465276.49
2020-10-02,3271932.5,4405632.33,184963600.2,260267218.4,29911482.68,8637415.31,5869885.2,-1133699.83,8.7,-0.01,-0.13,841453.24,270730.91,375663.96
2020-10-03,5261245.94,2065141.44,200407243.4,105644881.8,82812127.63,2628715.24,1445864.92,3196104.5,1.28,0.02,1.22,545217.62,214203.0,277528.31
2020-10-04,9936683.17,972185.8,441760291.3,201007578.7,35294477.52,8289433.02,2206112.03,8964497.36,5.7,0.02,1.08,166802.58,680283.32,1775843.54
2020-10-05,8458637.58,2859756.21,463726388.0,256894264.1,47734449.5,11949723.73,1017777.03,5598881.37,5.38,0.01,0.47,1644416.85,1425746.22,2042865.12
2020-10-06,5793304.89,2835868.03,411163555.8,55197683.56,48817153.57,5249647.58,4390608.85,2957436.86,1.13,0.01,0.56,1587554.87,63290.05,1773359.16
2020-10-07,6179267.6,631612.77,403543228.1,43637225.94,51362565.15,4402899.17,2193421.64,5547654.83,0.85,0.01,1.26,1640776.87,465927.64,2450751.16
2020-10-08,7336717.91,4605635.06,343016413.2,94191429.12,20790198.41,11362046.99,5024340.67,2731082.86,4.53,0.01,0.24,394093.47,820442.93,1880153.24
2020-10-09,5989186.47,891440.42,314691020.1,44964046.4,97576911.81,2286859.93,4598053.06,5097746.05,0.46,0.02,2.23,1575960.6,539170.66,1797588.73
2020-10-10,4078735.74,3307366.96,204425308.9,310487476.7,62951699.89,11182835.96,6772839.33,771368.78,4.93,0.0,0.07,1057066.93,430503.32,1318972.63
2020-10-11,8894804.87,1048487.42,222727497.4,254377771.0,59181268.76,3548828.74,1282348.16,7846317.45,4.3,0.04,2.21,1515026.39,1120881.61,453478.72
2020-10-12,9662025.65,1733248.49,422392053.0,270245396.0,90021513.15,6455502.03,3063867.81,7928777.16,3.0,0.02,1.23,1792850.38,323324.79,2837719.71
2020-10-13,7409612.99,3675088.28,86977250.36,140182656.9,80536442.6,10291063.84,1973652.25,3734524.72,1.74,0.04,0.36,233130.52,197678.53,1507241.25
2020-10-14,1756961.26,3432500.71,323837272.7,171177917.7,18439887.36,2945554.32,4284779.66,-1675539.46,9.28,-0.01,-0.57,1314483.48,1360964.81,2035318.37
2020-10-15,1598466.41,2082302.09,323557346.3,43759992.38,80496818.47,4655147.38,5348055.31,-483835.69,0.54,0.0,-0.1,1136924.39,824352.36,617506.95
2020-10-16,2559648.88,4448573.88,316869950.4,390193888.7,44703783.33,2523711.74,4115130.05,-1888925.0,8.73,-0.01,-0.75,1366173.88,684783.14,793712.16
2020-10-17,2534717.11,2535977.82,206407185.9,334148796.7,64697741.48,5518371.25,6046019.25,-1260.71,5.16,0.0,0.0,1206626.65,1414854.45,1382941.85
2020-10-18,3565856.52,4020734.68,280563699.9,276889989.5,16309732.57,11061314.16,3197566.71,-454878.16,16.98,0.0,-0.04,1312626.39,315238.24,124509.34
2020-10-19,6204521.27,4751294.1,122032235.7,148191307.8,62487172.38,9180759.79,1962187.04,1453227.17,2.37,0.01,0.16,1012348.68,1056490.9,1270575.41
2020-10-20,7534822.0,4977085.2,385580202.2,312660120.5,90762927.92,12769702.72,2866498.85,2557736.8,3.44,0.01,0.2,288377.61,716051.71,1714773.24
2020-10-21,4158235.11,4927899.42,165438528.1,182906768.0,81333533.19,4327411.29,1638071.85,-769664.3,2.25,0.0,-0.18,1467993.92,1030334.9,2713415.11
2020-10-22,1664169.08,1589202.57,157458295.1,209065143.8,25614644.53,7439063.93,1746387.5,74966.51,8.16,0.0,0.01,713975.91,329617.43,2273014.53
2020-10-23,1323480.46,2603306.8,257700863.5,27344499.75,63355616.25,9737986.53,4286835.88,-1279826.34,0.43,0.0,-0.13,1023182.65,73380.74,2068114.27
2020-10-24,3707904.79,4233838.12,54964068.99,253169563.4,24082904.44,12809738.33,3224415.14,-525933.33,10.51,-0.01,-0.04,1984086.25,439468.45,1519035.97
2020-10-25,5449782.74,4746271.64,73516045.68,104388830.9,88666459.6,11472531.7,3160979.67,703511.1,1.18,0.01,0.06,288551.56,1450367.14,2102805.95
2020-10-26,4887505.17,746427.37,301002537.8,31763200.55,74686565.61,5864733.66,7161435.12,4141077.79,0.43,0.01,0.71,1146084.21,1154804.84,2819343.38
2020-10-27,5722807.88,2295512.17,347827635.4,34818484.78,10179292.17,13643969.28,6647186.52,3427295.72,3.42,0.01,0.25,562041.96,1377353.49,2172636.72
2020-10-28,4078735.74,3307366.96,204425308.9,310487476.7,62951699.89,11182835.96,6772839.33,771368.78,4.93,0.0,0.07,1057066.93,430503.32,1318972.63
2020-10-29,2367124.24,2542052.94,349243206.6,347803379.0,98251140.44,11481027.41,6975736.83,-174928.69,3.54,0.0,-0.02,376694.43,95048.79,1786132.2
2020-10-30,1907002.01,3276171.13,60886293.75,48970902.83,38248794.71,4629821.34,3691292.44,-1369169.12,1.28,-0.02,-0.3,1603490.36,213618.79,1164791.91
2020-10-31,6806555.11,640324.11,404106523.8,105891019.2,83344575.57,13357040.87,2391296.58,6166231.01,1.27,0.02,0.46,153430.86,162924.53,450785.92
2020-11-01,6697913.12,3156038.0,356102500.6,217664559.1,39276155.65,11493239.46,5363484.18,3541875.11,5.54,0.01,0.31,1840047.26,1288879.29,1656076.75
2020-11-02,5824867.3,4712955.11,289862990.3,310907765.2,71064997.15,8678202.12,578849.18,1111912.19,4.37,0.0,0.13,1473098.79,339378.84,2277291.67
2020-11-03,9367278.87,3308670.09,401342713.7,190361241.0,73788908.97,2902123.12,4509194.14,6058608.79,2.58,0.02,2.09,960478.38,1275990.68,979514.98
2020-11-04,8273083.42,2342352.43,256910190.7,213964345.8,10752731.37,3168399.07,1965935.0,5930730.98,19.9,0.02,1.87,1896858.71,1208669.11,1151491.32
2020-11-05,6114777.43,1838070.53,104623888.2,358911415.0,66136877.64,9977292.74,3765472.43,4276706.9,5.43,0.04,0.43,947184.58,639231.29,2101218.53
2020-11-06,4580700.39,3930283.11,277819726.8,60244205.67,89139719.41,14498416.06,5700331.54,650417.28,0.68,0.0,0.04,792676.21,974236.69,1222445.03
2020-11-07,3947476.17,2496875.99,497946882.3,173368380.9,46697329.45,3711929.74,7649803.76,1450600.18,3.71,0.0,0.39,1506968.09,268385.88,1447599.46
2020-11-08,5664966.87,2379950.52,295262113.5,277569016.1,63937190.45,7034567.35,2959129.96,3285016.35,4.34,0.01,0.47,903104.58,1132355.59,1168056.86
2020-11-09,6381099.81,1423128.38,89439236.04,240577688.4,40348591.8,12133717.12,5207516.58,4957971.43,5.96,0.06,0.41,339609.27,1364647.28,1029921.99
2020-11-10,2903032.06,3526709.53,312263075.8,63055331.8,52803657.26,13160583.91,1503336.09,-623677.47,1.19,0.0,-0.05,1133839.4,986768.07,294997.84
2020-11-11,9302494.43,4523858.94,336606042.9,169237682.4,24523062.25,10253786.57,5864917.33,4778635.49,6.9,0.01,0.47,1728205.25,1423595.0,402992.92
2020-11-12,7500273.12,3388871.75,405043322.0,355042432.5,59488170.65,6001648.95,7868619.35,4111401.36,5.97,0.01,0.69,1672459.5,1167134.81,2296660.25
2020-11-13,5217945.78,2712175.46,235294493.7,34793386.06,55952268.17,3819835.9,4622879.41,2505770.32,0.62,0.01,0.66,1031593.73,449025.81,2041217.73
2020-11-14,6690752.48,3214184.49,429960687.2,288692861.4,34475143.55,3105733.01,2030482.91,3476567.98,8.37,0.01,1.12,1878735.47,519110.69,1416155.04
2020-11-15,3536692.97,2935699.6,428870105.1,99490476.86,54331216.37,8574057.67,7349222.65,600993.37,1.83,0.0,0.07,1194005.7,129380.22,2145940.29
2020-11-16,7566455.61,3437357.49,465240735.7,203694825.7,44904348.09,3702658.66,3071972.47,4129098.12,4.54,0.01,1.12,1051177.11,1428230.16,1680156.89
2020-11-17,6381099.81,1423128.38,89439236.04,240577688.4,40348591.8,12133717.12,5207516.58,4957971.43,5.96,0.06,0.41,339609.27,1364647.28,1029921.99
2020-11-18,9936683.17,972185.8,441760291.3,201007578.7,35294477.52,8289433.02,2206112.03,8964497.36,5.7,0.02,1.08,166802.58,680283.32,1775843.54
2020-11-19,9302494.43,4523858.94,336606042.9,169237682.4,24523062.25,10253786.57,5864917.33,4778635.49,6.9,0.01,0.47,1728205.25,1423595.0,402992.92
2020-11-20,4480618.12,731416.16,246921405.8,249327376.5,26895016.51,12562159.67,2044850.27,3749201.96,9.27,0.02,0.3,377583.47,442491.23,1268078.05
2020-11-21,9914546.28,803077.71,394480804.6,290454666.2,95630034.31,4408599.05,2991293.92,9111468.57,3.04,0.02,2.07,125234.29,1247537.93,656847.13
2020-11-22,4371513.53,4327617.78,197686739.1,328227032.6,37217756.02,12737120.01,5176289.83,43895.75,8.82,0.0,0.0,1392476.31,1489606.59,2505967.04
2020-11-23,8795585.31,4665058.31,410160428.5,102799170.6,77352026.83,7309922.56,7665861.44,4130527.0,1.33,0.01,0.57,1792581.08,506152.07,1279245.93
2020-11-24,1228156.69,1507179.27,498350451.9,152276325.4,97780882.01,3616495.94,5005941.12,-279022.58,1.56,0.0,-0.08,1449801.45,1077905.01,165448.89
2020-11-25,9045033.25,4279375.86,290285362.7,333402430.2,14556022.5,7989536.8,2563241.61,4765657.38,22.9,0.02,0.6,1895532.48,505929.45,535900.81
2020-11-26,4368437.16,3969148.3,285525910.1,369002044.2,52126214.88,4920546.17,4264590.54,399288.86,7.08,0.0,0.08,912329.53,225675.42,1371065.96
2020-11-27,7862128.17,3503974.55,105351482.8,372302039.0,37578954.04,13147897.9,5725167.41,4358153.62,9.91,0.04,0.33,777863.93,1296634.32,897197.41
2020-11-28,6505486.72,2338039.46,266437800.5,106729438.1,78336325.62,14772776.54,2373081.34,4167447.26,1.36,0.02,0.28,1379497.48,180066.33,1688086.69
2020-11-29,9053446.15,4541244.3,212061383.4,151965274.8,20548351.51,9230479.0,3069433.12,4512201.85,7.4,0.02,0.49,769713.99,514433.18,2721463.89
2020-11-30,2365073.92,2090396.21,55267974.83,188689392.7,61655487.95,8282016.99,3057214.8,274677.71,3.06,0.0,0.03,223308.63,1108339.22,2648755.32
2020-12-01,6809250.66,794103.53,467637638.2,381293628.9,93536388.83,11127396.9,5957233.53,6015147.13,4.08,0.01,0.54,1248178.4,173833.6,910844.15
2020-12-02,9028419.0,1935952.13,409421386.2,207649335.4,87798992.22,8060360.68,5945636.39,7092466.87,2.37,0.02,0.88,786926.36,856012.68,2024829.65
2020-12-03,5429046.64,2116550.16,362367758.1,287405916.3,69132744.84,14695293.3,6574840.58,3312496.48,4.16,0.01,0.23,475611.58,1168302.46,2702165.64
2020-12-04,9726261.65,801844.15,66272171.24,122694123.0,57925365.98,14147629.5,7859431.83,8924417.5,2.12,0.13,0.63,1509199.85,1269589.45,2574847.63
2020-12-05,5530755.44,3134094.64,181498203.7,276127569.2,14531457.43,14431794.46,2907477.84,2396660.8,19.0,0.01,0.17,864294.79,399804.29,845161.67
2020-12-06,1798322.8,3813809.07,68911103.83,257452157.9,98521048.59,6813018.41,2357237.32,-2015486.26,2.61,-0.03,-0.3,1335484.64,1161814.12,1014128.54
2020-12-07,5664966.87,2379950.52,295262113.5,277569016.1,63937190.45,7034567.35,2959129.96,3285016.35,4.34,0.01,0.47,903104.58,1132355.59,1168056.86
2020-12-08,3957980.91,3562246.86,454925005.6,24599184.37,86060876.63,2312065.58,6067774.53,395734.05,0.29,0.0,0.17,1139139.48,1402130.73,2258815.84
2020-12-09,5444160.37,1422429.33,80677539.22,207083682.4,15990825.51,8049380.14,1104356.09,4021731.04,12.95,0.05,0.5,687978.9,239419.85,2936969.84
2020-12-10,6738017.24,1571822.51,269177863.5,348148058.6,82318389.35,9877960.57,5629025.94,5166194.73,4.23,0.02,0.52,1832391.71,606233.11,922170.85
2020-12-11,1666401.87,3465157.74,231341080.4,320393721.8,53658519.4,5586995.03,5720598.96,-1798755.87,5.97,-0.01,-0.32,416356.74,219743.4,374213.4
2020-12-12,5883801.71,1251652.76,161005489.0,177184216.5,14679041.68,9500760.96,964598.89,4632148.95,12.07,0.03,0.49,1841836.41,559979.24,2888110.98
2020-12-13,5854080.18,1130509.29,157631046.9,294628643.9,79552861.6,11291344.84,3041176.12,4723570.89,3.7,0.03,0.42,373349.14,275754.27,2851857.03
2020-12-14,5100910.78,2286154.74,399025332.9,146232592.6,84417270.49,5395111.62,2613687.52,2814756.03,1.73,0.01,0.52,895972.66,717844.7,309836.05
2020-12-15,6025638.25,2666850.58,268113329.2,111351586.9,45807913.27,9518676.92,7750296.05,3358787.67,2.43,0.01,0.35,1905530.52,1400661.06,527613.73
2020-12-16,9875896.7,3679140.77,228186712.7,34277014.35,33894676.67,7448293.15,703299.89,6196755.93,1.01,0.03,0.83,1761356.26,661572.65,904049.41
2020-12-17,1812607.93,1799121.82,117521899.1,173091847.4,94516163.15,9892758.65,4119509.27,13486.12,1.83,0.0,0.0,1762012.93,274520.02,1492391.32
2020-12-18,2021261.69,3969104.92,455792896.5,357690450.5,48911160.38,10742594.41,2317652.71,-1947843.23,7.31,0.0,-0.18,869874.57,1415763.1,606881.47
2020-12-19,3012362.55,3200092.47,124117859.0,127348505.1,12247449.59,14340550.38,6933933.38,-187729.92,10.4,0.0,-0.01,302959.89,888204.55,2625806.04
2020-12-20,4229474.36,2360970.96,101519437.1,96107166.79,37649477.53,7596965.67,1725158.37,1868503.4,2.55,0.02,0.25,561936.61,755341.46,861274.95
2020-12-21,1522752.51,4704651.57,80425653.62,158545616.7,87288785.14,6693971.44,1083923.9,-3181899.06,1.82,-0.04,-0.48,1752422.18,527156.98,833020.99
2020-12-22,3229578.91,1668892.03,79184117.52,203949286.5,49576643.79,12587028.13,6890363.12,1560686.88,4.11,0.02,0.12,1795691.28,1220529.39,852402.6
2020-12-23,8175658.29,1475329.1,352834980.1,46786939.34,34434280.23,6385297.91,5355066.01,6700329.19,1.36,0.02,1.05,497761.96,190387.16,1597118.69
2020-12-24,1722103.71,4453320.03,269450180.9,138904809.8,24113143.48,11429830.8,956791.57,-2731216.31,5.76,-0.01,-0.24,224689.57,953600.02,2826521.52
2020-12-25,9174392.97,3202325.87,290889559.2,152551802.9,29342137.33,3536842.09,3462900.03,5972067.1,5.2,0.02,1.69,562868.1,534451.75,1055031.7
2020-12-26,3798840.9,4099622.38,109636102.7,195816729.9,51967878.05,4843280.56,1323973.35,-300781.49,3.77,0.0,-0.06,374056.04,332518.71,702689.14
2020-12-27,6486079.01,1115985.34,58636524.57,49506747.18,34384842.85,3344643.49,5174077.8,5370093.67,1.44,0.09,1.61,1381157.79,860748.15,1419357.25
2020-12-28,5360706.87,1167544.4,158852222.7,146333339.7,39536153.45,10974197.01,3583350.63,4193162.46,3.7,0.03,0.38,796771.63,1199360.59,2209980.03
2020-12-29,2063483.45,4833464.02,133745638.0,38992030.89,53486277.7,2806538.42,3409795.66,-2769980.57,0.73,-0.02,-0.99,1325785.16,564772.14,2048159.88
2020-12-30,7044158.76,2169674.43,211009219.4,213378411.1,47007774.0,10441924.66,2432239.99,4874484.33,4.54,0.02,0.47,1026012.14,381572.59,2250749.67
2020-12-31,6204521.27,4751294.1,122032235.7,148191307.8,62487172.38,9180759.79,1962187.04,1453227.17,2.37,0.01,0.16,1012348.68,1056490.9,1270575.41
2021-01-01,5330260.92,4385001.42,202487292.2,184761461.2,86019931.82,14775614.03,5237918.14,945259.49,2.15,0.0,0.06,691873.37,1340136.04,2666287.57
2021-01-02,6609683.14,3523517.35,489024590.4,353294420.8,26509797.68,5033326.69,4017805.61,3086165.8,13.33,0.01,0.61,1039304.54,749614.94,255372.02
2021-01-03,8794575.01,4177839.96,452295369.5,387401289.9,66042058.69,10133864.86,7715438.74,4616735.04,5.87,0.01,0.46,1135166.88,362270.96,1397091.61
2021-01-04,3291765.89,3235572.92,101227277.1,243992516.0,61573798.06,12663293.15,2435807.32,56192.98,3.96,0.0,0.0,1099298.5,1328154.44,1244848.42
2021-01-05,9729229.58,4423026.05,485206976.9,330376197.3,94193606.22,13578559.92,3537264.41,5306203.53,3.51,0.01,0.39,107444.91,354900.46,115512.07
2021-01-06,9096171.16,2675955.41,350857691.0,160010589.6,11493323.26,2699796.82,1064590.37,6420215.75,13.92,0.02,2.38,238861.67,1093941.33,508518.95
2021-01-07,8231328.37,4717528.19,86270681.19,111951309.5,39540979.51,9252357.78,7560007.95,3513800.18,2.83,0.04,0.38,126627.58,1318383.26,2057876.67
2021-01-08,3901184.6,3110775.66,89191745.06,294910170.8,56268589.83,12205830.97,4280996.31,790408.94,5.24,0.01,0.06,814761.89,90877.44,478019.87
2021-01-09,1109390.27,3627418.49,390538177.6,359755835.0,31373070.11,13791545.49,1945072.97,-2518028.22,11.47,-0.01,-0.18,1903634.23,779455.27,2332339.69
2021-01-10,9033030.99,3936226.07,492655516.4,281334376.1,82404517.82,3862658.96,6198677.44,5096804.91,3.41,0.01,1.32,276733.08,1472103.7,1383934.19
2021-01-11,9376815.93,4421915.63,345629820.3,245553155.4,68027072.37,12948149.9,6484985.26,4954900.3,3.61,0.01,0.38,1400427.19,464090.44,2971645.35
2021-01-12,9997459.06,3736408.0,55673383.99,271185416.6,97126874.33,4582379.5,2873428.48,6261051.06,2.79,0.11,1.37,1536989.18,185604.18,509265.74
2021-01-13,6535065.04,4431547.01,399401350.9,199467085.6,34775939.21,3496900.32,7496507.68,2103518.03,5.74,0.01,0.6,965250.32,879811.53,1490419.44
2021-01-14,6011211.36,2078203.17,163508459.1,178271684.1,25062132.9,10555328.83,5437305.8,3933008.19,7.11,0.02,0.37,1548486.31,656054.34,2996823.63
2021-01-15,5707588.82,1726808.0,358965461.1,226816507.1,30040847.12,14074503.49,6462586.53,3980780.82,7.55,0.01,0.28,1066541.37,285165.89,1077885.9
2021-01-16,3195906.79,2633963.97,288635960.0,386349798.3,65757358.0,11492882.33,4456909.8,561942.82,5.88,0.0,0.05,786310.51,298933.38,1166354.67
2021-01-17,9455490.47,1444575.17,168400656.5,231929354.0,64507410.04,12702551.76,6314259.04,8010915.31,3.6,0.05,0.63,491175.78,673997.6,869326.76
2021-01-18,9875896.7,3679140.77,228186712.7,34277014.35,33894676.67,7448293.15,703299.89,6196755.93,1.01,0.03,0.83,1761356.26,661572.65,904049.41
2021-01-19,2463552.45,4419361.06,192542754.7,40761079.6,89636960.59,5713137.85,4516568.55,-1955808.6,0.45,-0.01,-0.34,439187.6,125903.41,190064.94
2021-01-20,5910551.1,3845787.15,222724828.4,190115901.7,47674654.74,8804217.82,4014177.46,2064763.95,3.99,0.01,0.23,1566488.47,463520.56,2189787.24
2021-01-21,8162134.02,4774825.33,304259896.8,216027523.0,46169847.99,7092651.86,3718621.19,3387308.7,4.68,0.01,0.48,1027010.37,814990.45,1395544.62
2021-01-22,2636920.76,1263910.57,351829540.4,230028688.8,63536264.16,8557927.24,7009847.2,1373010.19,3.62,0.0,0.16,1587216.78,397925.91,1343773.55
2021-01-23,4706568.23,582046.62,366016444.7,54728764.81,98051930.84,11777486.33,5807154.39,4124521.61,0.56,0.01,0.35,611934.95,327352.19,242969.02
2021-01-24,7854576.54,711346.85,269534319.8,133834957.6,44451888.8,13064959.56,5260581.06,7143229.69,3.01,0.03,0.55,917271.19,126757.11,2842746.68
2021-01-25,9056861.54,2820182.13,71664276.19,178966868.4,82756516.5,6056832.58,1164337.55,6236679.41,2.16,0.09,1.03,1831549.45,462218.02,1299050.72
2021-01-26,1407045.6,3041785.1,228641682.7,205781176.1,45267343.59,13568873.89,7382354.58,-1634739.5,4.55,-0.01,-0.12,1929191.91,109569.43,2189082.32
2021-01-27,2257951.39,1781928.06,419539227.2,275691234.1,64317592.59,13895019.99,5292222.66,476023.33,4.29,0.0,0.03,1906414.96,152167.98,2574704.84
2021-01-28,8746575.25,2937353.97,498513584.2,383830247.2,56620725.98,14297020.37,2202339.05,5809221.28,6.78,0.01,0.41,285459.07,1261103.89,2240637.19
2021-01-29,8894804.87,1048487.42,222727497.4,254377771.0,59181268.76,3548828.74,1282348.16,7846317.45,4.3,0.04,2.21,1515026.39,1120881.61,453478.72
2021-01-30,9445064.11,771203.26,458424951.2,122906404.7,95208062.02,6485218.92,6757435.97,8673860.86,1.29,0.02,1.34,1274395.63,1365821.61,1978727.41
2021-01-31,6700633.81,2984212.31,76173707.98,258105154.2,29590065.96,9811856.07,1746720.22,3716421.49,8.72,0.05,0.38,1385958.08,787294.6,292575.53
2021-02-01,1045554.25,1623506.04,128349200.9,288651065.2,31734683.67,3118418.04,1863632.4,-577951.79,9.1,0.0,-0.19,1296398.83,1408026.82,609574.21
2021-02-02,5218238.44,2016031.06,350563999.5,362737274.8,93576750.59,7585753.72,4839063.64,3202207.38,3.88,0.01,0.42,1594773.73,107358.38,505189.64
2021-02-03,6347176.44,1611964.55,411621591.0,143612150.9,40904803.2,13201643.5,2619127.01,4735211.89,3.51,0.01,0.36,198845.13,1404895.65,1706769.31
2021-02-04,8669633.5,3104039.34,128192716.9,284939565.1,91825773.76,2261792.04,7965661.35,5565594.16,3.1,0.04,2.46,1126412.81,736971.27,2095541.21
2021-02-05,3526951.26,2029437.34,107643085.9,387098052.0,30598791.62,2739458.17,5128956.7,1497513.93,12.65,0.01,0.55,1784531.34,1364956.54,711049.33
2021-02-06,9010048.08,4038552.56,359998385.9,121685217.2,23832193.86,4114590.6,1061718.82,4971495.51,5.11,0.01,1.21,488087.29,1000382.17,1094602.91
2021-02-07,9462072.17,4423295.87,336279814.1,288934113.1,17404509.18,9430899.44,4056184.59,5038776.3,16.6,0.01,0.53,1562489.69,1498850.58,1632894.18
2021-02-08,6778284.82,1333098.18,480425629.2,259231924.8,16053032.26,13049471.3,3452266.4,5445186.64,16.15,0.01,0.42,668903.94,823546.3,290242.22
2021-02-09,5801149.83,2349628.11,79899729.96,44322411.71,47766464.45,12114601.98,6019403.05,3451521.71,0.93,0.04,0.28,970589.13,719619.4,2511564.39
2021-02-10,6849675.38,3558412.77,278762246.1,42074941.79,58234157.1,6395097.32,2274573.37,3291262.6,0.72,0.01,0.51,1371609.75,417141.69,137019.74
2021-02-11,2757186.89,846289.41,415296404.6,290957499.2,73665730.0,2272143.53,1746914.98,1910897.48,3.95,0.0,0.84,1613142.37,977093.46,166836.56
2021-02-12,2693090.44,3602592.36,285498334.0,268767261.0,31098304.0,12351166.92,663850.34,-909501.92,8.64,0.0,-0.07,1171100.49,606172.72,1819655.77
2021-02-13,6387926.36,3230217.71,209748337.6,138262648.1,87293509.41,4000698.76,1925965.75,3157708.65,1.58,0.02,0.79,1345468.95,1316373.62,426566.77
2021-02-14,2375732.25,716954.17,334088398.9,121612770.6,41940791.51,11222054.68,4294443.5,1658778.08,2.9,0.0,0.15,1051665.55,921387.93,2922119.66
2021-02-15,9879756.21,3994685.84,302550254.7,306620689.9,91759109.67,12798095.89,3655524.22,5885070.37,3.34,0.02,0.46,341509.93,292077.76,1064801.52
2021-02-16,6331731.12,3818755.62,93504402.34,139307352.6,19481093.6,11593362.32,2827313.62,2512975.5,7.15,0.03,0.22,1138305.09,439016.44,2847541.19
2021-02-17,3059183.49,1667405.45,328814579.7,341848164.6,43261677.95,13574996.17,6061745.81,1391778.04,7.9,0.0,0.1,1347469.13,1289047.38,2388942.9
2021-02-18,7213553.46,4407220.76,459846572.7,39697603.67,14748873.21,6896793.73,4445705.1,2806332.7,2.69,0.01,0.41,197326.16,351936.12,160637.59
2021-02-19,2257951.39,1781928.06,419539227.2,275691234.1,64317592.59,13895019.99,5292222.66,476023.33,4.29,0.0,0.03,1906414.96,152167.98,2574704.84
2021-02-20,7361716.09,614238.6,405513696.3,222686918.9,85250593.29,10872921.97,2749231.95,6747477.49,2.61,0.02,0.62,1920145.03,1085239.02,1347510.13
2021-02-21,1331982.53,549481.23,266604868.2,205298567.7,74475740.08,10447244.61,7557442.42,782501.3,2.76,0.0,0.07,1414377.51,174868.36,876545.51
2021-02-22,8746575.25,2937353.97,498513584.2,383830247.2,56620725.98,14297020.37,2202339.05,5809221.28,6.78,0.01,0.41,285459.07,1261103.89,2240637.19
2021-02-23,5456592.19,3485918.17,428914982.5,225847828.7,48604990.01,5762713.78,7652244.56,1970674.02,4.65,0.0,0.34,1657041.8,80503.51,2726188.2
2021-02-24,6781773.5,3887224.88,469900999.1,130391712.2,66159863.7,9866163.74,2757247.4,2894548.63,1.97,0.01,0.29,1282839.28,701895.86,1403836.83
2021-02-25,2098344.11,558925.05,292980708.6,230410364.4,47419759.32,13259320.09,7667371.0,1539419.06,4.86,0.01,0.12,1188263.53,439849.24,2476340.78
2021-02-26,9539969.84,1293741.44,407952482.4,129594066.4,15195894.33,14903563.34,1668299.45,8246228.4,8.53,0.02,0.55,457641.18,797028.73,1677245.97
2021-02-27,3738180.19,3160739.46,497362712.6,165998550.9,24875604.11,13519119.41,7319016.02,577440.73,6.67,0.0,0.04,1766528.89,609051.13,1740667.19
