Fecha,Ingreso_Total,Gastos_Operativos,Ingreso_Operativo,Gastos_Financieros,Impuestos,Ingreso_Neto,Dividendos,Activos,Pasivos,Patrimonio_Neto,Flujo_Efectivo,Ratio_deuda_patrimonio,ROA,Margen_Utilidad
2019-09-02,3404579.27,4129525.17,6457861.54,818799.65,808765.06,2328336.37,1154473.2,207366453.4,20051183.34,77336552.08,7022372.64,0.26,0.01,0.68
2019-09-03,10792693.88,601111.89,4843970.1,1322515.0,1497913.17,4242858.21,661988.48,78031309.16,125928751.5,77657229.32,2427970.19,1.62,0.05,0.39
2019-09-04,4468379.28,4126966.47,4455020.99,619966.13,1143029.88,328054.52,1912336.93,355401480.5,360231513.9,69554681.44,1342977.7,5.18,0.0,0.07
2019-09-05,8079855.76,1301161.85,1309496.69,720803.89,1098116.85,8334.84,447303.9,284431089.8,209501197.07378653,58681450.35,3142452.91,,0.0,0.0
2019-09-06,7774384.29,3207253.19,9458489.11,1084590.89,200741.1,6251235.92,283461.75,460979126.4,114385771.3,85145248.51,3387935.42,1.34,,0.8
2019-09-07,9330954.37,3156327.24,3607763.08,420623.93,125882.64,451435.83,2903910.1,118411183.9,43733885.58,75046397.7,7133590.46,0.58,0.0,0.05
2019-09-08,8282016.99,2090396.21,2365073.92,1050212.3440771175,1108339.22,274677.71,2648755.32,55267974.83,188689392.7,,3057214.8,3.06,0.0,0.03
2019-09-09,7991678.4,979668.64,6451973.37,397564.35,1031785.99,5472304.74,126682.6,451635480.5,247636943.1,43611215.06,1010279.86,5.68,0.01,0.68
2019-09-10,10868491.96,979692.14,9322242.56,1232482.83,1122366.71,8342550.43,2962590.25,257664859.1,211171901.3,12803418.35,5474830.32,16.49,0.03,
2019-09-11,6315629.56,3506383.11,7938704.62,1534172.17,,2754910.734271937,566068.71,215390490.0,214284675.6,97125923.08,3401054.32,2.21,0.02,0.7
2019-09-12,7171314.73,1669116.11,7147060.96,1715252.2,288859.8,5477944.85,2264310.06,283135444.8,194672650.8,99050601.79,758234.81,1.97,0.02,0.76
2019-09-13,2293338.65,771584.38,2353752.02,1376913.06,647322.5,1582167.64,2958019.99,447087365.8,135113744.1,33494367.36,4848721.82,4.03,0.0,0.69
2019-09-14,4402899.17,631612.77,6179267.6,1640776.87,465927.64,5547654.83,2450751.16,403543228.1,43637225.94,51362565.15,2193421.64,,0.01,1.26
2019-09-15,13438890.15,3506957.59,6495580.38,1774376.3,909100.34,2988622.79,2561426.0,53448814.69,275534989.3,84202436.58,3003324.48,3.27,0.06,0.22
2019-09-16,4114590.6,4038552.56,9010048.08,488087.29,1000382.17,4971495.51,1094602.91,359998385.9,121685217.2,23832193.86,1061718.82,5.11,0.01,1.21
2019-09-17,10049245.56,,4051268.12,1055463.49,1136048.58,1926885.58,906829.84,68752805.27,74292865.31,91086480.61,1013305.32,0.82,0.03,0.19
2019-09-18,10049245.56,2124382.54,4051268.12,1055463.49,1136048.58,1926885.58,906829.84,277716767.9475541,74292865.31,91086480.61,1013305.32,0.82,0.03,0.19
2019-09-19,3370217.91,4897283.83,3213619.56,1964700.71,99731.96,-1683664.27,661779.45,316263723.0,25742060.0,47185526.55,6332959.33,0.55,-0.01,-0.5
2019-09-20,8220868.81,4235989.39,7847065.44,1398515.89,645683.77,3611076.05,,229398362.5,309483312.7,45046444.51,5073595.71,6.87,0.02,0.44
2019-09-21,13430634.23,3823021.44,9070888.82,1863907.85,,2754910.734271937,192783.93,223030097.4,251802818.5,26360098.05,,9.55,,0.39
2019-09-22,5822877.01,3989874.28,4498095.61,449792.51,434581.36,508221.33,843247.89,320267450.0,397662387.8,28388474.51,5190750.88,14.01,0.0,0.09
2019-09-23,13198434.6,3500889.16,5789021.37,431547.12,900813.47,2288132.21,2642025.42,433518743.5,58521701.07,44614996.84,980710.33,1.31,0.01,0.17
2019-09-24,14147629.5,801844.15,9726261.65,1509199.85,1269589.45,8924417.5,2574847.63,66272171.24,122694123.0,,7859431.83,,0.13,0.63
2019-09-25,,599555.98,5547271.35,1757549.67,368114.61,4947715.37,1782662.74,457814561.2,378606605.3,26674331.98,5320830.6,14.19,0.01,0.95
2019-09-26,8408440.63,2426898.27,5158052.23,1050212.3440771175,777806.59,2731153.97,2397350.82,367513638.2,334851127.2,40370885.11,7464166.5,8.29,0.01,0.32
2019-09-27,,2408588.02,2404167.76,175614.54,136655.3,-4420.26,2808563.51,81240729.24,277305843.1,70924670.47,6659376.16,3.91,0.0,0.0
2019-09-28,7148012.56,826011.0,4373835.22,1608514.66,489878.21,3547824.22,904537.53,403825189.7,240433757.2,49436075.19,4344614.33,4.86,0.01,0.5
2019-09-29,6813018.41,3813809.07,1798322.8,1335484.64,1161814.12,-2015486.26,1014128.54,68911103.83,257452157.9,98521048.59,2357237.32,2.61,-0.03,-0.3
2019-09-30,5234293.25,,3321125.44,1169045.3,1159404.56,2280184.69,1425968.22,212833891.9,355537653.4,,,4.69,0.01,0.44
2019-10-01,5983400.84,4983502.62,5998885.35,247218.89,236693.93,1015382.73,2449406.26,287329830.0,226908844.5,55136616.43,2774148.38,4.12,0.0,0.17
2019-10-02,14863569.33,2698894.36,3880446.41,398687.38,678213.85,1181552.05,1028525.39,172377376.8,218154662.7,29683882.03,7824632.28,7.35,0.01,0.08
2019-10-03,,2964165.69,9394556.35,1854243.44,340818.76,6430390.66,787504.13,132901177.7,297151021.8,73562154.63,7451806.72,4.04,0.05,2.02
2019-10-04,11165531.78,4406640.14,2077859.19,1538161.01,1402339.75,-2328780.96,2480133.94,435063242.2,300396294.2,24509693.08,1044991.91,12.26,-0.01,-0.21
2019-10-05,6662080.57,1535039.77,6192134.96,1650507.84,1015359.6,4657095.19,660996.96,312090196.2,21658042.47,78105715.04,4733124.41,0.28,0.01,0.7
2019-10-06,9760287.9,1486462.94,8579070.31,1998975.29,870538.48,7092607.37,2269892.54,237992440.7,89013307.75,26715976.48,7990947.02,3.33,0.03,0.73
2019-10-07,6590337.56,4453834.94,6542650.88,748983.74,1492118.17,2088815.94,235385.98,282771075.4,316902305.2,23943278.0,7098783.11,13.24,0.01,0.32
2019-10-08,7557323.9,2365808.56,6962700.56,621004.49,831831.0,4596892.0,236477.47,389871689.2,134886634.8,25452451.69,3441633.45,5.3,0.01,0.61
2019-10-09,12554259.61,2414720.01,4223464.46,419424.39,1156777.62,1808744.46,1838348.57,419736604.0,58956066.35,29120254.95,4531551.08,,0.0,0.14
2019-10-10,5586995.03,3465157.74,1666401.87,416356.74,219743.4,-1798755.87,374213.4,231341080.4,320393721.8,53658519.4,5720598.96,5.97,-0.01,-0.32
2019-10-11,4181589.74,2926225.75,2472903.49,200148.6,1420427.55,-453322.26,589617.46,73010921.65,338626896.9,20834882.09,2694913.23,16.25,-0.01,-0.11
2019-10-12,9725143.76,3397997.94,1049699.05,1316849.82,988903.7,-2348298.89,1960581.08,440625510.6,365592752.2,,1975161.48,4.87,-0.01,-0.24
2019-10-13,5869453.61,968493.42,6503088.12,1417461.62,305797.27,5534594.7,,114167364.8,144162166.0,14616446.41,7794261.77,9.86,0.05,0.94
2019-10-14,9599060.47,4415444.93,9672579.79,708030.61,1044283.51,5257134.86,1987401.06,449116205.1,184437071.7,63384239.71,3008318.95,2.91,0.01,0.55
2019-10-15,6293700.68,884073.51,3805399.68,150555.9,1454781.3,2921326.18,2038785.42,107471067.6,118547261.0,55010147.69,7608347.73,2.16,0.03,0.46
2019-10-16,5813594.48,4408105.89,8266961.4,298854.84,377213.65,3858855.5,813399.25,114012215.9,283162324.0,59357724.67,7640468.35,4.77,0.03,0.66
2019-10-17,5038630.3,677420.65,3018423.79,634806.87,102694.09,2754910.734271937,2492891.14,59425232.46,301543541.3,42438414.44,,7.11,0.04,0.46
2019-10-18,11127396.9,794103.53,6809250.66,1248178.4,173833.6,6015147.13,910844.15,467637638.2,381293628.9,93536388.83,5957233.53,4.08,0.01,0.54
2019-10-19,2210605.17,1358094.74,9296868.12,346728.33,327301.09,7938773.37,1701780.24,471631020.4,72894746.51,22855776.83,1940120.64,3.19,0.02,3.59
2019-10-20,10208964.3,4402823.9,6632739.24,1668335.8,641446.64,2229915.34,2141416.33,245308714.8,261662788.7,60706752.8,1484659.79,,0.01,0.22
2019-10-21,14548935.41,4178496.03,4693446.31,1802049.89,,514950.28,2515683.0,338371841.6,344505547.4,43527994.64,,7.91,0.0,0.04
2019-10-22,9335013.62,4985934.13,,1496934.18,752109.05,694678.06,2602035.25,421730433.6,93957057.95,,1558992.98,2.0,0.0,0.07
2019-10-23,5107862.99,4344732.92,4568885.04,203567.63,137990.45,224152.12,821936.22,128696646.7,318758147.9,40956191.79,3738553.21,7.78,0.0,0.04
2019-10-24,9792994.82,4330431.11,8699145.26,1400977.81,1418472.47,4368714.14,2388217.75,171419324.1,396704602.6,33081675.49,5024097.97,11.99,0.03,
2019-10-25,12716555.81,4639350.27,8066583.65,1703084.71,277508.81,3427233.38,2918955.08,360502200.9,362031609.6,90176998.15,1699098.23,4.01,0.01,0.27
2019-10-26,14970742.06,3952347.3,,373364.7,414228.41,5473045.67,1862512.03,389768867.9,332428357.0,55032350.16,3782876.19,6.04,0.01,0.37
2019-10-27,7309922.56,4665058.31,8795585.31,1792581.08,506152.07,2754910.734271937,1279245.93,410160428.5,102799170.6,77352026.83,7665861.44,1.33,0.01,0.57
2019-10-28,14285312.84,4939835.55,6564292.94,301029.55,925514.46,1624457.39,1409753.09,277716767.9475541,41502549.34,28815343.63,3835345.83,1.44,0.03,
2019-10-29,6410968.48,4725804.64,8660230.04,1718004.66,514898.86,3934425.4,876833.39,437616498.4,160529037.3,70977845.25,1893327.16,,0.01,0.61
2019-10-30,6643500.34,2179633.06,4828927.95,839925.89,1388674.43,2649294.89,1560353.22,277716767.9475541,383880785.7,57816461.65,6138486.23,6.64,0.02,0.4
2019-10-31,7658409.64,1595670.33,2118675.01,1050212.3440771175,1054230.56,523004.68,429909.68,239822680.3,114382978.9,70398384.14,1354744.15,1.62,0.0,0.07
2019-11-01,11816737.03,4477036.48,5865716.09,345823.17,599486.07,1388679.61,462757.84,392445842.0,67709081.61,99751410.99,4781802.9,0.68,0.0,0.12
2019-11-02,11773726.9,1408340.53,3423189.08,1746960.82,829653.59,2014848.54,1210901.17,85536122.99,45650967.74,94037448.07,727653.54,0.49,0.02,0.17
2019-11-03,2210605.17,1358094.74,9296868.12,346728.33,327301.09,7938773.37,1701780.24,471631020.4,72894746.51,22855776.83,1940120.64,3.19,0.02,
2019-11-04,2002951.5,1655494.55,8576458.99,467344.54,748892.63,6920964.44,855932.51,479777230.2,250558055.4,12319263.89,757826.44,20.34,0.01,3.46
2019-11-05,7585753.72,,5218238.44,1594773.73,107358.38,3202207.38,505189.64,350563999.5,362737274.8,93576750.59,4839063.64,3.88,0.01,0.42
2019-11-06,6620711.39,678284.71,9020288.02,975278.3,543323.34,8342003.31,1630655.11,445023535.2,179390237.7,20043370.0,6350360.65,8.95,,1.26
2019-11-07,4032120.62,2061289.41,5628109.95,750550.73,1161930.9,3566820.54,419051.39,291122458.0,383249155.0,,1756749.04,9.15,0.01,0.88
2019-11-08,5586995.03,3465157.74,1666401.87,416356.74,219743.4,2754910.734271937,374213.4,231341080.4,320393721.8,53658519.4,5720598.96,5.97,-0.01,-0.32
2019-11-09,12660877.53,4663617.43,3135241.79,207588.56,1106316.2,-1528375.64,1675876.97,485537015.7,58719107.47,60956262.21,2088093.97,0.96,0.0,-0.12
2019-11-10,9252357.78,4717528.19,8231328.37,126627.58,1318383.26,3513800.18,2057876.67,86270681.19,111951309.5,39540979.51,7560007.95,2.83,0.04,0.38
2019-11-11,4948044.13,1223419.53,9473183.28,1019366.8,1199618.07,8249763.75,1550884.95,307342522.1,71024443.34,51258828.17,1609687.51,,0.03,1.67
2019-11-12,,716954.17,2375732.25,1051665.55,921387.93,1658778.08,2922119.66,334088398.9,121612770.6,41940791.51,4294443.5,,0.0,0.15
2019-11-13,7585753.72,2016031.06,5218238.44,1594773.73,107358.38,3202207.38,505189.64,350563999.5,362737274.8,93576750.59,4839063.64,3.88,0.01,0.42
2019-11-14,3798830.73,2209036.01,2389264.44,1476660.03,393118.04,180228.43,847317.38,98611589.36,23161578.05,58626687.86,4769787.38,0.4,0.0,0.05
2019-11-15,14231442.2,,1706107.43,1860512.23,386513.94,196124.86,2986902.47,444492842.8,216825000.5,16031488.4,6988033.25,13.52,0.0,0.01
2019-11-16,6693971.44,4704651.57,1522752.51,1752422.18,527156.98,-3181899.06,833020.99,80425653.62,158545616.7,87288785.14,1083923.9,1.82,-0.04,-0.48
2019-11-17,11882092.09,3093297.62,7587945.48,337977.34,,4494647.86,1603358.92,151995381.0,175658980.1,27447676.11,7320721.28,6.4,,0.38
2019-11-18,3907036.48,687077.87,4334248.93,461725.39,1441408.61,3647171.06,1294371.62,93440511.59,280468675.6,82514307.31,7811782.05,3.4,0.04,0.93
2019-11-19,12431223.2,3349181.19,6618141.96,1448500.46,945829.13,3268960.77,908728.59,277716767.9475541,192651260.8,31043154.98,1517461.0,6.21,0.06,0.26
2019-11-20,11927999.5,2008034.84,5124276.01,872279.16,287892.2,3116241.17,428822.58,427911028.5,259750280.3,15128085.43,2946276.91,17.17,0.01,0.26
2019-11-21,6436177.85,4781315.04,2052082.37,113979.88,1166461.75,-2729232.67,2855612.5,336243220.9,259493943.4,12133697.83,2450360.3,21.39,-0.01,-0.42
2019-11-22,2311301.45,4107776.37,8402835.19,255683.03,1212775.23,4295058.81,2309894.89,457764464.6,105927625.9,34971821.18,3419064.64,3.03,,1.86
2019-11-23,8206410.46,580432.71,9219164.97,1676885.23,141717.44,2754910.734271937,1586974.71,428316362.6,95701804.46,72967561.27,1140522.73,1.31,0.02,1.05
2019-11-24,5713137.85,4419361.06,2463552.45,439187.6,125903.41,-1955808.6,190064.94,192542754.7,40761079.6,89636960.59,4516568.55,0.45,-0.01,-0.34
2019-11-25,6872724.02,1316472.56,,975353.13,1020127.6,3635741.61,1142083.07,104461250.2,218150629.2,25384276.22,4461419.46,,0.03,0.53
2019-11-26,10339558.26,4414533.63,2636424.7,1050212.3440771175,338777.5,-1778108.92,527616.36,199850860.9,212072944.8,30663834.47,6270819.35,6.92,-0.01,-0.17
2019-11-27,13347172.48,3626134.12,9074941.82,1359433.6,487410.25,2754910.734271937,,381845195.9,325504232.9,90812726.83,4801724.6,3.58,0.01,0.41
2019-11-28,3559388.24,2546329.35,7420146.27,1199271.47,1016727.84,4873816.92,681360.24,277716767.9475541,95617012.8,44289214.63,5054933.13,2.16,0.01,1.37
2019-11-29,4731393.51,1969075.89,6258828.81,562587.38,1417633.98,4289752.92,371606.61,292415809.1,46222885.19,70965381.69,3952665.3,0.65,0.01,0.91
2019-11-30,4032120.62,2061289.41,5628109.95,750550.73,1161930.9,3566820.54,419051.39,277716767.9475541,383249155.0,,1756749.04,9.15,0.01,0.88
2019-12-01,11777486.33,582046.62,,611934.95,327352.19,4124521.61,242969.02,366016444.7,54728764.81,98051930.84,5807154.39,0.56,0.01,0.35
2019-12-02,10572498.51,3112647.58,7158097.24,1050212.3440771175,232899.6,4045449.66,2019514.57,496617576.0,225734890.8,65467043.73,798585.8,3.45,,0.38
2019-12-03,3968620.09,689419.35,8803650.87,1293257.88,407204.96,8114231.51,2625311.8,277716767.9475541,291018615.7,,4137634.91,4.49,0.03,2.04
2019-12-04,11122597.56,666534.36,8153301.73,1992826.54,647425.72,7486767.38,930050.49,490986648.2,260430513.9,62285534.19,2770813.46,4.18,0.02,0.67
2019-12-05,2779262.91,1303450.98,3926649.9,1542055.98,762429.13,2623198.92,1561803.23,437906517.0,209501197.07378653,16812975.46,7127629.76,23.36,0.01,0.94
2019-12-06,6620711.39,678284.71,9020288.02,975278.3,543323.34,2754910.734271937,1630655.11,445023535.2,179390237.7,20043370.0,6350360.65,8.95,0.02,1.26
2019-12-07,10792693.88,601111.89,4843970.1,1322515.0,1497913.17,4242858.21,661988.48,78031309.16,125928751.5,77657229.32,2427970.19,1.62,0.05,0.39
2019-12-08,7544496.71,1397941.03,,879947.56,510025.8,7248885.49,2752387.72,85732963.09,316640052.6,69572226.94,3011587.18,4.55,0.08,0.96
2019-12-09,13939168.05,1428895.72,3563564.45,410870.79,767497.63,2134668.73,1586471.03,237269299.2,53669791.31,52652909.81,6454513.5,1.02,0.01,0.15
2019-12-10,12532094.17,4891393.65,8544958.34,1050212.3440771175,942551.3,3653564.69,2718846.89,492849643.6,160957583.1,43525803.84,912247.3,3.7,0.01,0.29
2019-12-11,9612639.89,4944506.04,7227056.78,1973735.91,,2282550.74,1395397.29,393967698.0,21451570.61,21707260.28,5799530.97,0.99,0.01,0.24
2019-12-12,10750197.7,,,192656.01,682302.2,2754910.734271937,2695747.0,128886324.1,129913013.4,,4584164.93,5.21,0.02,0.2
2019-12-13,10392833.5,3168278.83,3324199.49,705752.91,106278.77,155920.66,1602833.12,277716767.9475541,388697701.7,90854781.99,2287172.53,4.28,0.0,0.02
2019-12-14,2592607.05,,7987716.65,1048039.09,509523.87,4693596.82,2694809.76,110909337.0,118625877.6,62138302.0,7470526.13,1.91,0.04,
2019-12-15,3637417.55,1198581.11,2268318.02,1436226.73,830275.46,1069736.92,655319.88,143829731.5,170152342.4,52682951.89,3169683.3,3.23,0.01,0.29
2019-12-16,6662080.57,1535039.77,6192134.96,1650507.84,1015359.6,4657095.19,660996.96,312090196.2,21658042.47,78105715.04,4733124.41,0.28,0.01,0.7
2019-12-17,13574996.17,,3059183.49,1347469.13,1289047.38,1391778.04,2388942.9,328814579.7,341848164.6,43261677.95,6061745.81,7.9,0.0,0.1
2019-12-18,10447244.61,549481.23,1331982.53,1414377.51,174868.36,782501.3,876545.51,266604868.2,205298567.7,74475740.08,7557442.42,2.76,0.0,0.07
2019-12-19,9330954.37,3156327.24,3607763.08,1050212.3440771175,125882.64,451435.83,2903910.1,118411183.9,43733885.58,75046397.7,7133590.46,0.58,0.0,0.05
2019-12-20,10332551.87,4300472.29,4537879.52,1050212.3440771175,1054673.72,237407.23,997932.25,485819949.9,281067321.3,66215264.33,896200.15,4.24,0.0,0.02
2019-12-21,9330954.37,3156327.24,3607763.08,420623.93,125882.64,451435.83,2903910.1,118411183.9,43733885.58,75046397.7,7133590.46,0.58,0.0,0.05
2019-12-22,13434819.46,1812481.6,9669002.85,553805.8,1439070.06,7856521.25,1092768.84,198596779.2,209501197.07378653,50413489.11,2786773.43,3.06,0.04,0.58
2019-12-23,14903563.34,1293741.44,9539969.84,457641.18,797028.73,8246228.4,1677245.97,407952482.4,129594066.4,15195894.33,1668299.45,8.53,0.02,0.55
2019-12-24,3907036.48,687077.87,,461725.39,1441408.61,3647171.06,1294371.62,93440511.59,280468675.6,82514307.31,7811782.05,3.4,0.04,0.93
2019-12-25,12757808.02,930715.5,2349256.85,1050212.3440771175,740282.22,1418541.35,545873.01,173921528.4,90545747.86,91381896.23,,0.99,0.01,0.11
2019-12-26,4123767.86,528736.42,2762120.21,1879337.33,1327881.44,2233383.79,2479860.53,200530079.9,210229357.0,79934435.71,2026511.55,2.63,0.01,0.54
2019-12-27,2506452.0,,5891975.75,1962010.38,367635.8,2915956.31,2213724.48,277716767.9475541,273255958.1,64220449.78,,4.25,0.01,1.16
2019-12-28,7557064.87,2016514.29,9071095.69,1050212.3440771175,1396336.24,7054581.4,2208680.47,99945261.15,70051710.86,12919910.14,5885106.34,5.42,0.07,0.93
2019-12-29,13520226.82,3763659.47,6048441.74,219524.2,60289.97,2284782.27,1333533.84,421690195.7,195452134.7,72195023.15,4536650.76,2.71,0.01,0.17
2019-12-30,6099728.66,2388772.93,1518028.84,272369.68,362140.12,-870744.09,1588960.04,238456993.6,142234596.1,32470205.75,3499872.64,4.38,0.0,-0.14
2019-12-31,8320257.5,1713873.25,6651103.51,861843.62,455527.09,4937230.25,399845.32,58102950.02,136575107.8,,6023548.81,4.49,0.08,0.59
2020-01-01,13655470.56,3792152.85,8294979.98,1979338.11,1370709.63,4502827.13,2774692.55,326884111.3,342401644.1,17104546.27,,20.02,0.01,0.33
2020-01-02,,2179633.06,4828927.95,839925.89,,2649294.89,1560353.22,176307447.0,383880785.7,57816461.65,,6.64,0.02,
2020-01-03,11546753.79,902349.51,4041956.41,1290925.0,388121.95,3139606.9,500912.14,442995312.1,337482485.8,61534650.96,1296202.65,5.48,0.01,0.27
2020-01-04,8711682.89,1082817.15,3252186.08,1213035.95,472234.86,2169368.94,263507.38,235679828.4,28966086.57,28971379.14,2614387.67,1.0,0.01,0.25
2020-01-05,6534814.8,3565030.34,8349394.96,460876.01,958075.95,4784364.61,1797256.54,216073859.8,300408609.5,24420304.09,7078456.71,12.3,0.02,0.73
2020-01-06,4920546.17,3969148.3,4368437.16,912329.53,225675.42,399288.86,1371065.96,285525910.1,369002044.2,52126214.88,4264590.54,7.08,0.0,0.08
2020-01-07,14622223.24,3168229.71,8523821.08,1082817.12,1292692.09,5355591.38,1867456.51,251874783.9,20514377.77,86729267.91,2639043.52,0.24,0.02,0.37
2020-01-08,11343335.47,3690708.18,5164118.07,570179.66,,1473409.89,1154191.93,388030121.5,161022916.6,78155468.04,1300338.64,2.06,0.0,0.13
2020-01-09,6976193.31,4009304.28,8603877.8,194734.28,1118352.12,4594573.52,1784310.81,166683541.5,36681978.2,27564986.55,7139291.59,,0.03,0.66
2020-01-10,6491251.1,4960258.82,3578871.27,1621554.39,838052.42,-1381387.55,1837904.8,376907771.8,207288542.1,12856938.88,4826059.4,16.12,0.0,-0.21
2020-01-11,,4389612.12,1654867.06,1050212.3440771175,581624.67,-2734745.07,1047203.53,101343103.2,209501197.07378653,92866568.53,5687900.86,4.28,-0.03,-0.42
2020-01-12,9856068.77,,9878637.24,1717920.63,804334.21,6448088.84,674579.15,320865544.0,54985454.71,65064791.81,2312441.91,0.85,0.02,0.65
2020-01-13,7219003.13,2229469.91,8184656.61,1747322.05,968985.76,5955186.7,2035505.04,315656460.7,159758675.4,96482813.22,5106396.83,1.66,0.02,0.82
2020-01-14,10433712.48,3941974.68,7133524.5,1636718.94,653074.8,2754910.734271937,1527426.93,205350414.3,253050840.3,39269007.66,3979890.63,,,0.31
2020-01-15,5944012.07,,9820293.18,499223.77,828080.89,7560426.26,189391.39,145689969.4,109289893.9,39411523.53,4283771.93,2.77,,1.27
2020-01-16,5746398.84,733870.78,3785748.55,706528.07,104787.53,3051877.77,1969687.93,121079670.3,20004421.21,38579473.02,6214174.21,0.52,0.03,0.53
2020-01-17,10974197.01,1167544.4,5360706.87,796771.63,1199360.59,4193162.46,,158852222.7,146333339.7,39536153.45,3583350.63,3.7,0.03,0.38
2020-01-18,7295751.81,3396099.63,1237302.77,1434557.57,300498.11,-2158796.86,,118446927.5,271957932.9,38069149.22,,7.14,-0.02,-0.3
2020-01-19,10208964.3,4402823.9,6632739.24,1668335.8,641446.64,2229915.34,2141416.33,245308714.8,261662788.7,60706752.8,1484659.79,4.31,0.01,0.22
2020-01-20,14716868.69,3317991.45,9525237.2,1541849.46,330754.52,6207245.75,,375266436.4,155706040.5,23904298.36,4865525.98,6.51,0.02,0.42
2020-01-21,10208964.3,4402823.9,6632739.24,1050212.3440771175,641446.64,2229915.34,2141416.33,245308714.8,261662788.7,60706752.8,1484659.79,4.31,0.01,0.22
2020-01-22,12999614.74,4298767.02,2857003.47,591258.8,823653.93,-1441763.55,2186433.91,277716767.9475541,364313083.0,48811048.28,7749666.66,7.46,-0.01,-0.11
2020-01-23,12773216.79,3460303.87,3135041.13,1952044.15,1178848.03,-325262.75,1919049.36,249521006.5,209501197.07378653,32980273.64,2876781.03,7.79,0.0,-0.03
2020-01-24,11474114.71,582758.04,5669115.6,1294594.63,1020507.35,2754910.734271937,244364.9,252403092.0,301380930.1,91740563.98,7321613.55,3.29,0.02,0.44
2020-01-25,7989536.8,4279375.86,9045033.25,1895532.48,505929.45,4765657.38,,290285362.7,333402430.2,14556022.5,2563241.61,22.9,0.02,0.6
2020-01-26,11831299.29,1934386.26,9233779.51,277762.87,767165.73,7299393.25,489187.04,247732245.4,317093068.1,29047230.87,1940175.27,10.92,0.03,0.62
2020-01-27,4781930.82,4407226.27,3057785.25,305960.71,,-1349441.02,2234265.33,369609259.4,132692766.6,78134330.32,1184943.01,1.7,0.0,-0.28
2020-01-28,9511491.65,3345189.3,4961372.44,193108.83,817823.74,1616183.15,1358741.72,467150435.6,78575116.41,60119059.89,2554910.75,1.31,0.0,
2020-01-29,8060360.68,1935952.13,9028419.0,786926.36,856012.68,7092466.87,2024829.65,409421386.2,207649335.4,87798992.22,5945636.39,2.37,0.02,0.88
2020-01-30,10441924.66,2169674.43,7044158.76,1026012.14,381572.59,4874484.33,2250749.67,211009219.4,213378411.1,47007774.0,2432239.99,4.54,0.02,0.47
2020-01-31,,4659782.88,1843072.91,1446308.74,753355.72,-2816709.97,1232091.69,326755835.6,184850619.4,78607236.21,7648400.86,2.35,,-0.21
2020-02-01,5486266.78,3813999.06,2403950.68,1235596.44,,-1410048.38,632380.92,283576905.9,250196114.8,85411753.74,4584731.53,2.93,0.0,-0.26
2020-02-02,14167184.23,4800431.74,7431363.3,1935089.67,159514.27,2630931.56,1566846.75,51448218.62,209501197.07378653,52219648.99,7434813.43,6.08,0.05,0.19
2020-02-03,4063577.92,,8817392.15,734686.54,310494.27,6157667.4,,166379375.7,308334976.4,24461162.62,4020551.31,12.61,0.04,1.52
2020-02-04,2878861.74,3246502.02,8331172.48,1462644.75,718259.67,5084670.46,2330826.62,76786115.16,332733845.9,26306495.11,1500622.52,12.65,0.07,1.77
2020-02-05,10872921.97,614238.6,7361716.09,1920145.03,1085239.02,6747477.49,1347510.13,405513696.3,209501197.07378653,85250593.29,2749231.95,2.61,,0.62
2020-02-06,4000698.76,,6387926.36,1345468.95,1316373.62,3157708.65,426566.77,277716767.9475541,138262648.1,87293509.41,1925965.75,1.58,0.02,0.79
2020-02-07,11645710.48,,9014745.53,1252760.78,605435.27,7717571.47,1882168.95,284650560.1,287730682.7,69076864.32,1993200.65,4.17,0.03,0.66
2020-02-08,,4768039.88,,677096.59,1104386.07,-2088909.35,1999230.66,362765853.0,201200518.0,10478212.81,3290616.91,19.2,-0.01,-0.29
2020-02-09,13660938.76,2635838.94,5147008.91,1900927.48,596375.41,2511169.97,410274.66,463134448.5,209501197.07378653,97275126.95,7216668.06,3.46,0.01,0.18
2020-02-10,2084036.65,2935833.51,8324155.18,1821232.18,982886.1,5388321.67,1130339.97,363154603.2,178295014.8,86329831.15,7199783.7,2.07,,2.59
2020-02-11,11854525.47,2715250.35,6598780.3,1689235.5,649346.57,3883529.95,1040870.86,435081766.5,299088694.2,75970009.65,6363348.69,3.94,0.01,0.33
2020-02-12,13365995.34,4408804.26,1763539.43,1227792.98,1376386.53,-2645264.83,1405070.29,432777226.0,169134110.8,31433198.83,7842738.81,5.38,-0.01,-0.2
2020-02-13,11493239.46,3156038.0,6697913.12,1840047.26,1288879.29,3541875.11,1656076.75,277716767.9475541,217664559.1,39276155.65,5363484.18,5.54,0.01,0.31
2020-02-14,8667371.65,1381000.94,4139814.4,627293.33,799821.0,2758813.46,106807.67,496767577.6,95722727.86,96917248.88,1296603.71,0.99,0.01,0.32
2020-02-15,9036511.44,3119767.07,4713559.09,1129829.07,490080.67,1593792.02,2535994.85,121508675.5,392834618.1,25794246.46,,,0.01,0.18
2020-02-16,12716555.81,4639350.27,8066583.65,1703084.71,277508.81,3427233.38,2918955.08,360502200.9,209501197.07378653,90176998.15,1699098.23,4.01,,
2020-02-17,2945554.32,3432500.71,1756961.26,1314483.48,1360964.81,-1675539.46,2035318.37,323837272.7,171177917.7,18439887.36,4284779.66,9.28,-0.01,-0.57
